league.year,league.name,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1912,Texas-Oklahoma League,HPKN0101,Hopkins,,Ardmore,1912-04-25,1912-04-30,2,2,0,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,HMFR0102,Humphreys,,Sherman,1912-04-26,1912-04-29,2,0,0,0,0,2,0,0,0,0,0,0
1912,Texas-Oklahoma League,HMFR0202,Humphries,,Sherman,1912-04-25,1912-05-01,3,0,0,0,0,3,0,0,0,0,0,0
1912,Texas-Oklahoma League,JNSZ0104,Jones,,Wichita Falls,1912-04-25,1912-05-01,4,2,2,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,JNSZ0204,Jones,Will,Durant,1912-04-26,1912-04-26,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,JNSZ0304,Jones [Dur],,Durant,1912-04-29,1912-04-29,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,JNSZ0404,Jones [WF],,Wichita Falls,1912-04-29,1912-04-29,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KSRZ0104,Kaiser,,Durant,1912-04-29,1912-05-01,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,KRLN0101,Kerlin,,Denison,1912-04-27,1912-04-27,1,0,0,0,0,0,1,0,1,0,0,0
1912,Texas-Oklahoma League,KRZZ0404,Kerr,,McKinney,1912-04-25,1912-04-30,5,0,0,5,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KSRZ0204,Kiser,,Durant,1912-04-26,1912-04-26,1,0,0,0,0,0,1,0,0,1,0,0
1912,Texas-Oklahoma League,KSTR0101,Kister,,Durant,1912-04-25,1912-04-27,2,0,0,0,0,0,2,0,0,2,1,0
1912,Texas-Oklahoma League,KXNS0101,Kitchens,,Greenville,1912-04-25,1912-04-29,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,KSRZ0304,Kizzar,,Greenville,1912-04-25,1912-04-26,2,0,2,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,KSRZ0404,Kizziar,,Greenville,1912-04-27,1912-05-01,2,0,2,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,LKRZ0102,Laclair,,Denison,1912-04-30,1912-04-30,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,LKRZ0202,Laclaire,,Denison,1912-04-27,1912-04-27,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,LMPR0101,Lambert,,Bonham,1912-04-25,1912-05-01,6,0,0,0,0,0,6,0,3,3,0,0
1912,Texas-Oklahoma League,LMNK0101,Lamonica,,Sherman,1912-04-25,1912-05-01,5,0,0,0,0,0,5,1,0,4,0,0
1912,Texas-Oklahoma League,LNTR0101,Landry,,Bonham,1912-04-25,1912-05-01,6,0,0,0,0,6,0,0,0,0,0,0
1912,Texas-Oklahoma League,LRNK0101,Lawrence,,Wichita Falls,1912-04-25,1912-05-01,6,0,0,0,6,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,LSLZ0101,Leslie,,Bonham,1912-04-25,1912-05-01,6,0,0,6,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,LSZZ0101,Lewis,,Greenville,1912-04-29,1912-05-01,2,0,0,0,0,0,2,1,0,1,0,0
1912,Texas-Oklahoma League,M0SZ0101,Matthews,,Bonham,1912-04-25,1912-05-01,5,2,0,0,0,0,3,0,0,3,0,2
1912,Texas-Oklahoma League,MKFZ0102,McAvoy,,Ardmore,1912-04-29,1912-05-01,3,0,0,0,0,3,0,0,0,0,0,0
1912,Texas-Oklahoma League,MKLM0101,McCullum,,Durant,1912-04-25,1912-05-01,6,0,0,0,0,0,6,0,6,0,0,0
1912,Texas-Oklahoma League,MKNL0102,McDaniel,,Durant,1912-04-25,1912-04-25,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,MKFR0101,McEvery,,Ardmore,1912-04-25,1912-04-25,1,0,0,0,0,1,0,0,0,0,0,0
1912,Texas-Oklahoma League,MKFZ0202,McEvoy,,Ardmore,1912-04-26,1912-04-27,2,0,0,0,0,2,0,0,0,0,0,0
1912,Texas-Oklahoma League,MKNL0202,McKinley,,Durant,1912-04-30,1912-05-01,2,0,0,0,0,2,0,0,0,0,0,0
1912,Texas-Oklahoma League,MKHN0101,McMahan,,McKinney,1912-04-25,1912-04-25,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,MKLN0103,McMillan,,McKinney,1912-04-27,1912-05-01,2,0,1,1,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,MKLN0203,McMillen,,McKinney,1912-04-30,1912-04-30,1,0,0,0,0,0,1,1,0,0,0,0
1912,Texas-Oklahoma League,MKLN0303,McMillin,,McKinney,1912-04-29,1912-04-29,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,MLRZ0102,Miller,,Greenville,1912-04-27,1912-04-27,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,MLRZ0202,Miller,,McKinney,1912-04-26,1912-04-30,2,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,MXLZ0101,Mitchell,,Durant,1912-04-25,1912-05-01,6,0,3,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,MRZZ0101,Moore,,Denison,1912-04-25,1912-05-01,6,0,0,6,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,MRSZ0102,Morris,,Wichita Falls,1912-04-25,1912-05-01,6,0,0,0,0,0,6,0,3,3,0,0
1912,Texas-Oklahoma League,MLNS0105,Mullens,F. P.,Wichita Falls,1912-05-01,1912-05-01,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,MLNS0205,Mullens,O. V.,Wichita Falls,1912-05-01,1912-05-01,1,0,0,0,0,0,1,0,1,0,0,0
1912,Texas-Oklahoma League,MLNZ0101,Mullin,,Wichita Falls,1912-04-26,1912-04-26,1,0,0,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,MLNS0305,Mullins,,Wichita Falls,1912-04-25,1912-04-30,2,2,0,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,MLNS0405,Mullins,F. P.,Wichita Falls,1912-04-27,1912-04-29,2,0,0,0,0,0,1,0,1,0,1,0
1912,Texas-Oklahoma League,MLNS0505,Mullins,O. V.,Wichita Falls,1912-04-27,1912-04-29,2,1,0,0,0,0,1,0,1,0,0,1
1912,Texas-Oklahoma League,MRSZ0202,Myers,,Wichita Falls,1912-04-25,1912-05-01,6,2,1,0,0,0,2,0,2,0,0,2
1912,Texas-Oklahoma League,NPZZ0101,Napier,,Sherman,1912-04-26,1912-05-01,3,2,0,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,NLRZ0104,Naylor,,Ardmore,1912-04-29,1912-05-01,3,0,0,0,0,0,3,0,0,3,0,0
1912,Texas-Oklahoma League,NLRZ0204,Naylor,,Wichita Falls,1912-04-29,1912-05-01,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,NLRZ0304,Naylor [Ard],,Ardmore,1912-04-25,1912-04-27,3,0,0,0,0,0,3,0,0,3,0,0
1912,Texas-Oklahoma League,NLRZ0404,Naylor [WF],,Wichita Falls,1912-04-25,1912-04-27,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,PTRS0101,Patterson,,Ardmore,1912-04-25,1912-05-01,4,0,1,0,3,1,0,0,0,0,1,0
1912,Texas-Oklahoma League,PLRZ0101,Peeler,,McKinney,1912-04-25,1912-04-29,3,3,0,0,0,0,1,0,0,1,0,3
1912,Texas-Oklahoma League,PNLZ0104,Pennel,A.,McKinney,1912-04-25,1912-04-25,1,1,0,0,0,0,1,0,0,1,0,1
1912,Texas-Oklahoma League,PNLZ0204,Pennell,A.,McKinney,1912-04-26,1912-04-30,4,0,0,0,0,0,4,0,0,4,0,0
1912,Texas-Oklahoma League,PNLZ0304,Pennell,B.,McKinney,1912-04-29,1912-05-01,3,0,0,0,0,0,3,0,3,0,0,0
1912,Texas-Oklahoma League,PNLZ0404,Pennell,P.,McKinney,1912-04-26,1912-04-27,2,0,0,0,0,1,1,0,1,0,0,0
1912,Texas-Oklahoma League,FLPS0101,Phillips,,Wichita Falls,1912-04-25,1912-05-01,6,0,0,6,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,PKNS0101,Pickens,,Greenville,1912-04-26,1912-05-01,4,0,0,4,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,RPRN0102,Rayborn,,Sherman,1912-04-27,1912-04-27,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,RPRN0202,Rayburn,,Sherman,1912-04-25,1912-05-01,4,0,4,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,RTZZ0104,Reed,,Ardmore,1912-04-25,1912-04-29,2,2,0,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,RTZZ0204,Reed,,Sherman,1912-04-25,1912-05-01,4,0,0,4,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,RTZZ0304,Reid,,Durant,1912-04-25,1912-04-27,2,0,2,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,RTZZ0404,Reid,,Sherman,1912-04-26,1912-04-26,1,0,0,1,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,RKZZ0101,Roach,,Bonham,1912-04-25,1912-04-30,5,0,1,0,4,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,RRKZ0101,Roark,,Sherman,1912-04-25,1912-04-25,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,RPRT0101,Robertson,,Greenville,1912-05-01,1912-05-01,1,0,0,0,0,0,1,0,0,1,0,0
1912,Texas-Oklahoma League,RPNS0101,Robinson,,Greenville,1912-05-01,1912-05-01,1,0,0,0,0,0,0,0,0,0,1,0
1912,Texas-Oklahoma League,RSLZ0101,Russell,,Bonham,1912-04-27,1912-05-01,2,2,0,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,SKTZ0102,Scott,,Ardmore,1912-04-27,1912-05-01,2,2,0,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,SKTZ0202,Scott,,Bonham,1912-04-29,1912-05-01,3,0,0,0,0,0,0,0,0,0,3,0
1912,Texas-Oklahoma League,SPNK0102,Spence,,McKinney,1912-04-26,1912-05-01,3,0,0,0,0,2,1,0,1,0,0,0
1912,Texas-Oklahoma League,SPNK0202,Spencer,,McKinney,1912-04-25,1912-04-30,2,0,0,0,0,2,0,0,0,0,0,0
1912,Texas-Oklahoma League,SPRN0101,Sporn,,Bonham,1912-05-01,1912-05-01,1,0,0,0,1,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,SPRK0101,Spruce,,McKinney,1912-04-29,1912-04-29,1,0,0,0,0,1,0,0,0,0,0,0
1912,Texas-Oklahoma League,STRJ0101,Stergeon,,McKinney,1912-05-01,1912-05-01,1,0,1,0,0,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,SLFN0101,Sullivan,,Ardmore,1912-04-25,1912-05-01,6,0,0,0,0,0,6,0,6,0,0,0
1912,Texas-Oklahoma League,TTZZ0101,Tate,,Denison,1912-04-25,1912-05-01,2,2,0,0,0,0,0,0,0,0,0,2
1912,Texas-Oklahoma League,0PZZ0101,Thebo,,McKinney,1912-04-25,1912-05-01,6,0,0,0,6,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,TRSZ0101,Towers,,Ardmore,1912-04-26,1912-04-26,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,TNSN0101,Townsend,,Sherman,1912-04-25,1912-05-01,5,0,0,0,0,0,0,0,0,0,5,0
1912,Texas-Oklahoma League,TKRZ0101,Tucker,,Durant,1912-04-25,1912-05-01,6,0,0,0,0,0,6,6,0,0,0,0
1912,Texas-Oklahoma League,AKFL0101,Wakefield,,Greenville,1912-04-25,1912-05-01,5,0,0,0,0,0,5,0,5,0,0,0
1912,Texas-Oklahoma League,ALXZ0102,Welch,,Bonham,1912-04-26,1912-05-01,5,0,0,0,0,0,3,0,3,0,2,0
1912,Texas-Oklahoma League,ALXZ0202,Welsh,,Bonham,1912-04-25,1912-04-25,1,0,0,0,0,0,0,0,0,0,1,0
1912,Texas-Oklahoma League,ASTZ0102,West,,Greenville,1912-04-27,1912-04-27,1,0,0,0,0,0,1,0,0,1,0,0
1912,Texas-Oklahoma League,ATZZ0102,White,,McKinney,1912-04-25,1912-05-01,6,0,0,0,0,0,1,0,0,1,5,0
1912,Texas-Oklahoma League,ALMS0102,Williams,,Sherman,1912-04-26,1912-04-26,1,0,0,0,0,0,1,0,1,0,0,0
1912,Texas-Oklahoma League,ALMS0202,Williamson,,Sherman,1912-04-25,1912-05-01,4,0,0,0,0,0,4,0,4,0,0,0
1912,Texas-Oklahoma League,ATZZ0202,Witt,,Sherman,1912-04-25,1912-05-01,5,0,0,0,5,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,AFRT0101,Wofford,,Bonham,1912-05-01,1912-05-01,1,1,0,0,0,0,0,0,0,0,0,1
1912,Texas-Oklahoma League,ATRT0102,Woodard,,Ardmore,1912-05-01,1912-05-01,1,0,0,1,1,0,0,0,0,0,0,0
1912,Texas-Oklahoma League,ATRT0202,Woodward,,Ardmore,1912-04-25,1912-04-30,5,0,0,1,4,0,1,1,0,0,0,0
1912,Texas-Oklahoma League,ASTZ0202,Yost,,Bonham,1912-04-25,1912-05-01,6,0,6,0,0,0,0,0,0,0,0,0
